timestamp,label,step_order,score_all_backend_requested,score_all_backend_active,score_all_cuda_build,samples,match_ms_avg,score_all_ms_avg,score_all_ratio_pct,score_all_throughput_mchecks_s_avg,score_avg,match_ms_sum,score_all_ms_sum,score_all_calls_total,score_all_candidates_total,score_all_evaluated_candidates_total,score_all_scan_points_total,score_all_cell_checks_total,score_all_evaluated_cell_checks_total,last_match_ms,last_score_all_ms,last_score_all_ratio_pct,last_score_all_throughput_mchecks_s,last_score,last_score_all_calls,last_score_all_candidates,last_score_all_evaluated_candidates,last_score_all_cell_checks,last_score_all_evaluated_cell_checks,source
2026-05-17T18:36:53,test3_block_per_candidate,0,gpu_block_per_candidate,gpu_block_per_candidate,True,3745,18.257,15.104,82.732,284.107,0.832,68371.133,56564.537,200984,14951944,14951944,215734888,16070380842,16070380842,27.013,23.483,86.934,191.866,0.783,98,4168,4168,4505608,4505608,results/block_ablation_pinned/test3_block_per_candidate.log
2026-05-17T18:36:53,test4_block_cached_map_shared,1,gpu_block_cached_map_shared,gpu_block_cached_map_shared,True,3844,11.291,7.195,63.719,597.302,0.83,43402.486,27655.665,212411,15370892,15370892,227947064,16518781886,16518781886,10.223,7.012,68.596,642.531,0.783,98,4168,4168,4505608,4505608,results/block_ablation_pinned/test4_block_cached_map_shared.log
2026-05-17T18:36:53,test4_plus_pinned_memory,2,gpu_block_cached_map_shared_pinned,gpu_block_cached_map_shared_pinned,True,3842,12.622,8.614,68.247,498.882,0.83,48492.265,33094.375,212311,15362932,15362932,227838964,16510177126,16510177126,12.19,9.287,76.186,485.158,0.783,98,4168,4168,4505608,4505608,results/block_ablation_pinned/test4_plus_pinned_memory.log
